id,publication_number,country,doc_number,kind,title,publication_date,publication_year,family_id,applicant_names,applicant_countries,cpc_codes,ipc_codes,filing_date
143993786,US2020372094A1,US,2020372094,A1,NOISE REDUCED CIRCUITS FOR SUPERCONDUCTING QUANTUM COMPUTERS,2020-11-26,2020,73457112,"IONQ INC; IONQ, INC.",{US},"{G06N10/60,G06N10/60,G06F17/11,H10N60/12}",,
143994081,US2020372389A1,US,2020372389,A1,SIMULTANEOUSLY ENTANGLING GATES FOR TRAPPED-ION QUANTUM COMPUTERS,2020-11-26,2020,73456855,"IONQ INC; IONQ, INC.",{US},"{G06N10/40,G06N10/20,G06N10/70,G06N10/40,B82Y10/00,B82Y20/00,G06N10/20,G06N10/70,G06N10/40,B82Y10/00,G06N10/20,G06N10/70,G21K1/003,H01J49/0072,H01S3/09,H04B10/70}",,
143994082,US2020372390A1,US,2020372390,A1,NOISE REDUCED CIRCUITS FOR TRAPPED-ION QUANTUM COMPUTERS,2020-11-26,2020,73456846,"IONQ INC; IONQ, INC.",{US},"{G06N10/60,G06N10/40,G06N10/60,G06E3/005,G06N10/40}",,
143994083,US2020372391A1,US,2020372391,A1,STABILIZATION OF ENTANGLING GATES FOR TRAPPED-ION QUANTUM COMPUTERS,2020-11-26,2020,73456855,"IONQ INC; IONQ, INC.",{US},"{G06N10/40,G06N10/20,G06N10/70,G06N10/40,B82Y10/00,B82Y20/00,G06N10/20,G06N10/70,G06N10/40,B82Y10/00,G06N10/20,G06N10/70,G21K1/003,H01J49/0072,H01S3/09,H04B10/70}",,
143994084,US2020372392A1,US,2020372392,A1,"AMPLITUDE, FREQUENCY, AND PHASE MODULATED SIMULTANEOUS ENTANGLING GATES FOR TRAPPED-ION QUANTUM COMPUTERS",2020-11-26,2020,73456855,"IONQ INC; IONQ, INC.",{US},"{G06N10/40,G06N10/20,G06N10/70,G06N10/40,B82Y10/00,B82Y20/00,G06N10/20,G06N10/70,G06N10/40,B82Y10/00,G06N10/20,G06N10/70,G21K1/003,H01J49/0072,H01S3/09,H04B10/70}",,
150458275,WO2020136097A1,WO,2020136097,A1,METHOD AND DEVICE FOR QUANTUM COMPUTATION DELEGATED TO A QUANTUM SERVER BY A CLIENT FOR THE CREATION OF A QUANTUM STATE KNOWN TO THE CLIENT BUT CONCEALED FROM THE QUANTUM SERVER,2020-07-02,2020,67001919,VERIQLOUD; VERIQLOUD,{FR},"{H04L9/0852,H04L9/0852,G06N10/00,H04L2209/04}",,
150464648,WO2020142122A2,WO,2020142122,A2,HYBRID QUANTUM-CLASSICAL COMPUTER FOR VARIATIONAL COUPLED CLUSTER METHOD,2020-07-09,2020,71406939,"ZAPATA COMPUTING INC; ZAPATA COMPUTING, INC.",{US},"{G06N10/20,G06N10/40,G06N10/60,G06N10/70,G06F9/3001,G06N10/20,G06N10/40,G06N10/60,G06N10/70}",,
150464649,WO2020142122A3,WO,2020142122,A3,HYBRID QUANTUM-CLASSICAL COMPUTER FOR VARIATIONAL COUPLED CLUSTER METHOD,2020-09-17,2020,71406939,"ZAPATA COMPUTING INC; ZAPATA COMPUTING, INC.",{US},"{G06N10/20,G06N10/40,G06N10/60,G06N10/70,G06F9/3001,G06N10/20,G06N10/40,G06N10/60,G06N10/70}",,
150468707,WO2020146025A1,WO,2020146025,A1,CONTROLLING ALKALINE EARTH ATOMS FOR QUANTUM COMPUTING AND METROLOGY APPLICATIONS,2020-07-16,2020,70159772,CALIFORNIA INST OF TECHN; CALIFORNIA INSTITUTE OF TECHNOLOGY,{US},"{C09K11/55,G01N21/6404,G01N24/006,G04F5/14,G06N10/40,G06N10/70,G01N15/1434,C09K11/55,G01N21/6404,G02B21/32,G04F5/14,G06N10/40,G06N10/70,H03L7/26}",,
150468708,WO2020146025A9,WO,2020146025,A9,CONTROLLING ALKALINE EARTH ATOMS FOR QUANTUM COMPUTING AND METROLOGY APPLICATIONS,2020-08-27,2020,70159772,CALIFORNIA INST OF TECHN; CALIFORNIA INSTITUTE OF TECHNOLOGY,{US},"{C09K11/55,G01N21/6404,G01N24/006,G04F5/14,G06N10/40,G06N10/70,G01N15/1434,C09K11/55,G01N21/6404,G02B21/32,G04F5/14,G06N10/40,G06N10/70,H03L7/26}",,
150468769,WO2020146083A1,WO,2020146083,A1,QUANTUM COMPUTER ARCHITECTURE BASED ON MULTI-QUBIT GATES,2020-07-16,2020,71403397,"IONQ INC; IONQ, INC.",{US},"{G06N10/40,G02F1/11,G06N10/20,G06N10/60,H03K19/14,H03K19/20,G06N10/40,B82Y10/00,G06N10/20,G06N10/60,H03K19/14,H03K19/20,G06N10/40,G02F1/11,G06N10/20,G06N10/60,H03K19/14,H03K19/20}",,
150469546,WO2020146794A1,WO,2020146794,A1,MEASUREMENT REDUCTION VIA ORBITAL FRAMES DECOMPOSITIONS ON QUANTUM COMPUTERS,2020-07-16,2020,71517147,"ZAPATA COMPUTING INC; ZAPATA COMPUTING, INC.",{US},"{G06N10/70,G06N5/01,G06N10/20,G06N10/60,G06N10/60,G06F15/16,G06F17/00,G06F17/16,G06F17/18,G06N5/00,G06N10/20,H10N99/05}",,
150474046,WO2020151129A1,WO,2020151129,A1,"QUANTUM MACHINE LEARNING FRAMEWORK CONSTRUCTION METHOD AND APPARATUS, AND QUANTUM COMPUTER AND COMPUTER STORAGE MEDIUM",2020-07-30,2020,66558874,"ORIGIN QUANTUM COMPUTING COMPANY LTD HEFEI; ORIGIN QUANTUM COMPUTING COMPANY, LIMITED, HEFEI",{CN},"{G06N3/084,G06N10/20,G06N10/60,H03K19/195,G06N10/60,G06N5/04,G06N10/20,G06N20/00,H03K19/195}",,
150479766,WO2020156680A1,WO,2020156680,A1,METHOD AND APPARATUS FOR PERFORMING A QUANTUM COMPUTATION,2020-08-06,2020,65268965,UNIVERSITÄT INNSBRUCK; UNIVERSITÄT INNSBRUCK; ÖSTERREICHISCHE AKADEMIE DER WISSENSCHAFTEN,"{AT,AT}","{G06N10/40,G06N10/40,B82Y10/00,G06N10/60,G06N10/40}",,
150484175,WO2020160920A1,WO,2020160920,A1,REDUCTION OF SPONTANEOUS EMISSION AND THERMAL PHOTON NOISE IN QUANTUM COMPUTING MACHINES USING A GALVANICALLY GROUNDED FILTER,2020-08-13,2020,69190790,IBM; INTERNATIONAL BUSINESS MACHINES CORPORATION; IBM UNITED KINGDOM LIMITED,"{US,GB}","{G06N10/40,G06N10/70,H01P1/2039,G06N10/70,B82Y10/00,F25B9/00,G06N10/40,H01P1/2039,H05K1/0203,H05K1/0216}",,
150556582,WO2020230794A1,WO,2020230794,A1,"QUANTUM INFORMATION PROCESSING METHOD, CLASSICAL COMPUTER, QUANTUM COMPUTER, HYBRID SYSTEM, QUANTUM INFORMATION PROCESSING PROGRAM, AND DATA STRUCTURE FOR CALCULATION OF ENERGY DIFFERENTIAL",2020-11-19,2020,73223508,QUNASYS INC; QUNASYS INC.,{JP},"{G06N10/20,G06N10/60,G16C10/00,G16C20/30,G16C20/90,G16C10/00,G06F17/16,G06N10/20,G06N10/60}",,
150492835,WO2020169224A1,WO,2020169224,A1,QUANTUM COMPUTING DEVICE USING TWO GATE TYPES TO PREVENT FREQUENCY COLLISIONS IN SUPERCONDUCTING QUANTUM COMPUTERS,2020-08-27,2020,68808300,IBM; INTERNATIONAL BUSINESS MACHINES CORPORATION; IBM UNITED KINGDOM LIMITED,"{US,GB}","{G06N10/70,G06N10/20,G06N10/40,G06N10/70,B82Y10/00,G06N10/20,G06N10/40,H03K3/38,H03K19/195,G06N10/70,G06N10/20,G06N10/40}",,
150494049,WO2020170392A1,WO,2020170392,A1,QUANTUM COMPUTING DEVICE,2020-08-27,2020,70000999,MDR INC; MDR INC.,{JP},"{G06N10/70,G06F7/38,G06N10/40,H10N60/10,H10N69/00,G06N10/40,G06N10/70}",,
150496270,WO2020172538A1,WO,2020172538,A1,SYSTEM AND METHODS FOR PRODUCING MAGIC STATES FOR UNIVERSAL QUANTUM COMPUTATION USING GKP ERROR CORRECTION,2020-08-27,2020,72144518,STCUNM; STC.UNM,{US},"{G06N10/70,B82Y10/00,G06N10/20,H10D48/3835,G06N10/70,G06N10/20,G06N10/60}",,
150497647,WO2020173877A1,WO,2020173877,A1,MONOLITHIC SIGNAL CARRIER DEVICE IMPLEMENTED IN CRYOGENIC QUANTUM COMPUTING APPLICATIONS,2020-09-03,2020,69701188,IBM; INTERNATIONAL BUSINESS MACHINES CORPORATION; IBM UNITED KINGDOM LIMITED,"{US,GB}","{H05K1/0201,H01L2224/48091,H05K1/0221,H05K1/0237,H05K2201/0715,H05K2203/049,H01L2224/48091,H01L2924/00014,H05K1/0201,G06N10/40,H01L2224/48091,H05K1/0221,H05K1/0237,H05K7/20372,H05K7/20436,H05K7/205,H05K2201/0715,H05K2203/049,H05K7/20372,H05K7/20436,H05K7/205}",,
150501964,WO2020178047A1,WO,2020178047,A1,CLASSICAL NEURAL NETWORK WITH SELECTIVE QUANTUM COMPUTING KERNEL COMPONENTS,2020-09-10,2020,69646003,IBM; INTERNATIONAL BUSINESS MACHINES CORPORATION; IBM UNITED KINGDOM LIMITED,"{US,GB}","{G06N10/60,G06N3/04,G06N3/065,G06N3/08,G06N10/20,G06N10/80,G06N20/10,G06N10/60,G06N3/04,G06N3/063,G06N3/08,G06N10/20,G06N10/80}",,
150514790,WO2020190396A1,WO,2020190396,A1,VISUALIZATION TOOL FOR INTERACTING WITH A QUANTUM COMPUTING PROGRAM,2020-09-24,2020,69743933,"MICROSOFT TECHNOLOGY LICENSING LLC; MICROSOFT TECHNOLOGY LICENSING, LLC",{US},"{G06N10/80,G06F3/011,G06F3/04815,G06F3/0484,G06N10/80,G06F3/013,G06F3/017,G06F3/04815,G06F3/167,G06F9/455,G06T11/206,G06T15/005,G06T2200/24}",,
150522165,WO2020197575A1,WO,2020197575,A1,CLOCK GENERATION FOR A PHOTONIC QUANTUM COMPUTER,2020-10-01,2020,67543800,"PSIQUANTUM CORP; PSIQUANTUM, CORP.",{US},"{G02F1/3526,G01J1/0488,G01J1/44,G01J2001/4238,G01J2001/4413,G02F1/3536,G02F1/395,G06F1/06,G06F1/105,G06N10/00,G06N10/20,G06N10/40,H03K3/38,G02F1/3526,G01J2001/442,G02F1/3536,G02F1/395,G06F1/06,G06F1/105,G06N10/20,G06N10/40,H03K3/42,G02F1/3526,G01J1/0488,G01J1/44,G01J2001/4238,G01J2001/4413,G06F1/06,G06N10/00,G06N10/20,G06N10/40,H03K3/38,H03K3/42}",,
150525447,WO2020200758A1,WO,2020200758,A1,ADAPTIVE ERROR CORRECTION IN QUANTUM COMPUTING,2020-10-08,2020,69846113,IBM; INTERNATIONAL BUSINESS MACHINES CORPORATION; IBM UNITED KINGDOM LIMITED,"{US,GB}","{G06N10/70,G06F30/30,G06F2117/02,G06N10/20,G06N10/60,G06N10/80,G06F30/30,G06F2111/20,G06F2117/02,G06N10/20,G06N10/60,G06N10/70,G06N10/80,G06N10/70,B82Y10/00,G06F30/32,G06F2117/02,G06N10/20,G06N10/40,G06N10/60,G06N10/80,G06N10/70,G06F30/30,G06F2111/20,G06N10/20,G06N10/60,G06N10/80}",,
150525471,WO2020200782A1,WO,2020200782,A1,GATE VOLTAGE-TUNABLE ELECTRON SYSTEM INTEGRATED WITH SUPERCONDUCTING RESONATOR FOR QUANTUM COMPUTING DEVICE,2020-10-08,2020,69846476,IBM; INTERNATIONAL BUSINESS MACHINES CORPORATION; IBM UNITED KINGDOM LIMITED,"{US,GB}","{B82Y10/00,G06N10/40,H10D48/3835,H10N60/0912,H10N60/128,H10N69/00,H10N60/12,B82Y10/00,H10D62/8164,H10D62/822,H10D62/824,H10D62/882,H10D64/608,H10N60/0912,H10N60/128,H10N60/805,H10N69/00,H10N60/12,B82Y10/00,H10N60/0912,H10N69/00,H10N60/12,H10D62/8164,H10D62/822,H10D62/824,H10D62/882,H10D64/608,H10N60/0912,H10N60/128,H10N60/805}",,
150525492,WO2020200801A1,WO,2020200801,A1,TUNABLE SUPERCONDUCTING RESONATOR FOR QUANTUM COMPUTING DEVICES,2020-10-08,2020,69903163,IBM; INTERNATIONAL BUSINESS MACHINES CORPORATION; IBM DEUTSCHLAND GMBH,"{US,DE}","{H01P7/088,G06N10/40,H01P11/008,H10N69/00,G06N10/00,H01P7/065,H01P7/088,H01P11/008,H03K17/92,G06N10/40,B82Y10/00,H01P7/065,H01P7/088,H01P11/008,H03K17/92,H10N69/00,G06N10/40,H01P7/065,H03K17/92,H10N69/00}",,
150530470,WO2020205628A1,WO,2020205628,A1,SURFACE CODE COMPUTATIONS USING AUTO-CCZ QUANTUM STATES,2020-10-08,2020,70286038,GOOGLE LLC; GOOGLE LLC,{US},"{G06F9/30007,G06F7/4824,G06F7/505,G06F7/5057,G06F7/72,G06F9/30076,G06F17/10,G06N10/20,G06N10/40,G06N10/60,G11C11/4063,G06N10/40,G06N10/20,G06N10/60,G06N10/70,G06N10/20,G06F7/4824,G06F7/505,G06F7/5057,G06F7/72,G06F17/10,G06N10/00,G06N10/70,G11C11/4063,H04B10/70}",,
150532453,WO2020207519A1,WO,2020207519,A1,METHOD FOR MODELLING A SYSTEM BY MEANS OF A QUANTUM COMPUTER,2020-10-15,2020,69779700,HQS QUANTUM SIMULATIONS GMBH; HQS QUANTUM SIMULATIONS GMBH,{DE},"{G06N10/80,G06F30/27,G06N10/40,G06N10/60,G06N10/70,G06F30/27,G06F2111/08,G06N10/20,G06N10/40,G06N10/70}",,
150532897,WO2020207956A1,WO,2020207956,A1,ADIABATIC PROGRESSION WITH INTERMEDIATE RE-OPTIMIZATION TO SOLVE HARD VARIATIONAL QUANTUM PROBLEMS IN QUANTUM COMPUTING,2020-10-15,2020,72748120,IBM; INTERNATIONAL BUSINESS MACHINES CORPORATION; IBM UNITED KINGDOM LIMITED,"{US,GB}","{G06N10/20,G06N5/01,G06N10/60,G06N10/80,G06N10/20,B82Y10/00,G06N5/01,G06N5/02,G06N10/60,G06N10/80,G06N10/20,B82Y10/00,G06N5/01,G06N5/02,G06N10/60,G06N10/80,G06N10/20,B82Y10/00,G06N5/02,G06N10/60,G06N10/80}",,
150537572,WO2020212437A1,WO,2020212437,A1,QUBIT FREQUENCY TUNING STRUCTURES AND FABRICATION METHODS FOR FLIP CHIP QUANTUM COMPUTING DEVICES,2020-10-22,2020,70289808,IBM; INTERNATIONAL BUSINESS MACHINES CORPORATION; IBM UNITED KINGDOM LIMITED,"{US,GB}","{H10N69/00,B82Y10/00,H10D48/3835,H10N60/01,H10N60/805,H10N69/00,B82Y10/00,G06N10/40,H10D48/383,H10N60/01,H10N60/805,G06N10/40,B82Y10/00,H10D48/383,H10N60/01,H10N60/805,H10N69/00,H10N69/00}",,
150542010,WO2020216760A1,WO,2020216760,A1,QUANTUM COMPUTATIONAL METHOD AND DEVICE,2020-10-29,2020,72917257,IBM; INTERNATIONAL BUSINESS MACHINES CORPORATION; IBM UNITED KINGDOM LIMITED,"{US,GB}","{G06N10/60,G06N3/063,G06N10/60,G06N3/063}",,
150544915,WO2020219578A1,WO,2020219578,A1,QUANTUM COMPUTING STRUCTURES AND RESONATORS THEREOF,2020-10-29,2020,72941202,"RADIABEAM TECH LLC; RADIABEAM TECHNOLOGIES, LLC",{US},"{H01P7/06,G06N10/40,H10N60/81,H10N60/805,G06N10/40,H10N60/12}",,
150544923,WO2020219586A1,WO,2020219586,A1,QUANTUM COMPUTING STRUCTURES USING ION TRAPS,2020-10-29,2020,72940683,"RADIABEAM TECH LLC; RADIABEAM TECHNOLOGIES, LLC",{US},"{B82Y10/00,G06N10/40,H10D48/3835,G06N10/40}",,
150546977,WO2020221583A1,WO,2020221583,A1,SYSTEM AND METHOD FOR MOLECULAR DESIGN ON A QUANTUM COMPUTER,2020-11-05,2020,70289783,IBM; INTERNATIONAL BUSINESS MACHINES CORPORATION; IBM DEUTSCHLAND GMBH,"{US,DE}","{G16C10/00,G06N10/60,G16C20/50,G16C20/50,G06N10/60,G16C10/00,G16C10/00,G06N10/60,G16C20/50}",,
150549226,WO2020223718A1,WO,2020223718,A1,CLUSTER-STATE QUANTUM COMPUTING METHODS AND SYSTEMS,2020-11-05,2020,73029321,UNIV ARIZONA; ARIZONA BOARD OF REGENTS ON BEHALF OF THE UNIVERSITY OF ARIZONA,{US},"{G06N10/60,G06N10/60,G06F17/14,G06N10/40}",,
150552328,WO2020226715A2,WO,2020226715,A2,GENERATION OF CERTIFIED RANDOM NUMBERS USING AN UNTRUSTED QUANTUM COMPUTER,2020-11-12,2020,73051305,"UNIV TEXAS; BOARD OF REGENTS, THE UNIVERSITY OF TEXAS SYSTEM",{US},"{G06F7/588,H04L9/0662,H04L9/0852,H04L9/3271,G06F7/588,H04L9/0662,H04L9/0852,H04L9/3271,G06F7/582,G06N10/20,G06N10/80}",,
150552329,WO2020226715A3,WO,2020226715,A3,GENERATION OF CERTIFIED RANDOM NUMBERS USING AN UNTRUSTED QUANTUM COMPUTER,2020-12-17,2020,73051305,"UNIV TEXAS; BOARD OF REGENTS, THE UNIVERSITY OF TEXAS SYSTEM",{US},"{G06F7/588,H04L9/0662,H04L9/0852,H04L9/3271,G06F7/588,H04L9/0662,H04L9/0852,H04L9/3271,G06F7/582,G06N10/20,G06N10/80}",,
150552680,WO2020227036A1,WO,2020227036,A1,SECURE MEMORY TAMPER DETECTION IN A QUANTUM KEY COMPUTER,2020-11-12,2020,70847524,"QUANTUMXCHANGE INC; QUANTUMXCHANGE, INC.",{US},"{H04L9/0827,H04L9/0855,H04L9/0897,H04L9/0858,G06F1/28,G06F21/72,G06F21/86,H04L9/0819,H04L9/0891,H04L9/3226}",,
150553007,WO2020227338A2,WO,2020227338,A2,MAJORANA PAIR BASED QUBITS FOR FAULT TOLERANT QUANTUM COMPUTING ARCHITECTURE USING SUPERCONDUCTING GOLD SURFACE STATES,2020-11-12,2020,73046778,"MASSACHUSETTS INST TECHNOLOGY; MASSACHUSETTS INSTITUTE OF TECHNOLOGY; MOODERA, Jagadeesh, S.; LEE, Patrick, A.; WEI, Peng; MANNA, Sujit","{US,US,US,US,IN}","{H10D62/121,B82Y10/00,H10D48/3835,H10N60/01,H10N60/10,H10N60/128,H10N60/83,H10N69/00,H10N60/83,B82Y10/00,H10D62/121,H10N60/85,H10N69/00}",,
150553533,WO2020227825A1,WO,2020227825,A1,METHODS AND SYSTEMS FOR QUANTUM COMPUTING ENABLED MOLECULAR AB INITIO SIMULATIONS,2020-11-19,2020,73289114,1QB INF TECH INC; 1QB INFORMATION TECHNOLOGIES INC.,{CA},"{G16B15/00,G06N10/20,G06N10/60,G06N10/80,G16C10/00,G16C10/00,G06N10/20,G06N10/60,G06N10/80,G16B15/00,G16C10/00,G06J1/00,G06N10/20,G06N10/60,G06N10/80}",,
5886768,AU2020217399A1,AU,2020217399,A1,Integrating circuit elements in a stacked quantum computing device,2020-09-03,2020,60888686,GOOGLE LLC; GOOGLE LLC,{US},"{B82Y10/00,G06N10/40,H01L25/18,H10D48/3835,H10N69/00,G06N10/40,H01L25/0657,H01L2225/06513,H10N69/00}",,2020-08-13
10445931,CA2997013C,CA,2997013,C,ISING MODEL QUANTUM COMPUTATION DEVICE,2020-04-07,2020,58288927,NIPPON TELEGRAPH & TELEPHONE; NIPPON TELEGRAPH AND TELEPHONE CORPORATION; INTER-UNIVERSITY RESEARCH INSTITUTE CORPORATION RESEARCH ORGANIZATION INFORMATION AND SYSTEMS; OSAKA UNIVERSITY,"{JP,JP,JP}","{G02F1/39,G02F3/00,G06N5/01,G06N10/60,G02F1/39,G02F3/00,G06N5/01,G06N7/08,G06N10/60}",,2016-09-14
10447328,CA2997970C,CA,2997970,C,QUANTUM COMPUTING MACHINE LEARNING MODULE,2020-03-24,2020,61683604,ACCENTURE GLOBAL SOLUTIONS LTD; ACCENTURE GLOBAL SOLUTIONS LIMITED,{GB},"{G06N20/00,G06N10/60,G06N20/00,G06F9/50,G06N3/06,G06N10/60}",,2018-03-12
10464412,CA3009887C,CA,3009887,C,FABRICATION OF INTERLAYER DIELECTRICS WITH HIGH QUALITY INTERFACES FOR QUANTUM COMPUTING DEVICES,2020-10-27,2020,55182603,GOOGLE LLC; GOOGLE LLC,{US},"{H10N60/01,G06N10/40,H10N60/80,H10N60/01,G06N10/40,H10N60/80}",,2015-12-30
5713278,AU2016407222B2,AU,2016407222,B2,Fidelity estimation for quantum computing systems,2020-03-19,2020,56084423,GOOGLE LLC; GOOGLE LLC,{US},"{G06N10/40,G06N10/20,G06N10/70,G06N10/70,G06N10/20,G06N10/40,G06N10/70,G06N10/00,G06N10/20}",,2016-05-17
5854990,AU2019316554A1,AU,2019316554,A1,Low overhead quantum computation using lattice surgery,2020-10-08,2020,67742976,GOOGLE LLC; GOOGLE LLC,{US},"{G06N10/60,G06N10/20,G06N10/70,G06N10/60,G06N10/20,G06N10/70}",,2019-08-08
10628211,CA3141547A1,CA,3141547,A1,HYBRID QUANTUM-CLASSICAL COMPUTER FOR BAYESIAN INFERENCE WITH ENGINEERED LIKELIHOOD FUNCTIONS FOR ROBUST AMPLITUDE ESTIMATION,2020-12-17,2020,73746284,"ZAPATA COMPUTING INC; ZAPATA COMPUTING, INC.",{US},"{G06N10/60,G06N5/04,G06N7/01,G06N10/70,G06N7/01,G06N10/60,G06N10/70,G06N5/04,G06N7/01,G06N10/60,G06N10/70,G06N10/60,G06N5/04,G06N10/00,G06N10/70}",,
10630054,CA3143227A1,CA,3143227,A1,PHOTONIC QUANTUM COMPUTER ARCHITECTURE,2020-12-24,2020,74040701,"PSIQUANTUM CORP; PSIQUANTUM, CORP.",{US},"{G06N10/40,G06N10/20,H04B10/70,H04Q11/0005,H04Q2011/002,G06N10/40,G06N10/20,H04B10/70,H04Q11/0005,H04Q2011/002,G06N10/20,G06N10/40,H03K17/92,H04B10/70,H04Q11/0005,H04Q2011/002}",,
10630246,CA3143396A1,CA,3143396,A1,FABRICATING TRANSMON QUBIT FLIP-CHIP STRUCTURES FOR QUANTUM COMPUTING DEVICES,2020-12-24,2020,71108573,IBM; INTERNATIONAL BUSINESS MACHINES CORPORATION,{US},"{H10N60/01,G06N10/40,H10N60/11,H10N60/12,H10N60/815,H10N69/00,H10N69/00,G06N10/40,H10N60/0912,H05K1/112,G06N10/40,H10N60/0912,G06N10/40,H10N60/12,H10N69/00,H10N60/12,G06N10/40,H05K1/112,H10N60/11,H10N60/815,H10N69/00}",,
10644664,CA3156724A1,CA,3156724,A1,PREPARING SUPERPOSITIONS OF COMPUTATIONAL BASIS STATES ON A QUANTUM COMPUTER,2020-01-09,2020,67441677,GOOGLE LLC; GOOGLE LLC,{US},"{G06N10/60,G06N10/20,G06N10/60,G06F9/30101,G06N10/20}",,
10680361,CA3191651A1,CA,3191651,A1,LOW OVERHEAD QUANTUM COMPUTATION USING LATTICE SURGERY,2020-02-13,2020,67742976,GOOGLE LLC; GOOGLE LLC,{US},"{G06N10/60,G06N10/20,G06N10/70,G06N10/60,G06N10/20,G06N10/70}",,
10680410,CA3191697A1,CA,3191697,A1,LOW OVERHEAD QUANTUM COMPUTATION USING LATTICE SURGERY,2020-02-13,2020,67742976,GOOGLE LLC; GOOGLE LLC,{US},"{G06N10/60,G06N10/20,G06N10/70,G06N10/60,G06N10/20,G06N10/70}",,
10713601,CA3226735A1,CA,3226735,A1,SURFACE CODE COMPUTATIONS USING AUTO-CCZ QUANTUM STATES,2020-10-08,2020,70286038,GOOGLE LLC; GOOGLE LLC,{US},"{G06F9/30007,G06F7/4824,G06F7/505,G06F7/5057,G06F7/72,G06F9/30076,G06F17/10,G06N10/20,G06N10/40,G06N10/60,G11C11/4063,G06N10/40,G06N10/20,G06N10/60,G06N10/70,G06N10/20,G06F7/4824,G06F7/505,G06F7/5057,G06F7/72,G06F17/10,G06N10/00,G06N10/70,G11C11/4063,H04B10/70}",,
27950435,CN110649976A,CN,110649976,A,Bit state measurement reading device and method suitable for multi-quantum computer chip,2020-01-03,2020,68990230,EAST CHINA COMPUTER TECH RESEARCH INSTITUTE THE 32ND RESEARCH INSTITUTE OF CHINA ELECTRONICS TECH GR; EAST CHINA COMPUTER TECHNOLOGY RESEARCH INSTITUTE (THE 32ND RESEARCH INSTITUTE OF CHINA ELECTRONICS TECHNOLOGY GROUP CORPORATION),,"{H04B10/70,H04B10/516,H04B10/524}",,
27950486,CN110650004A,CN,110650004,A,Anti-quantum computing RFID authentication method and system based on symmetric key pool and online and offline signatures,2020-01-03,2020,69009834,"RUBAN QUANTUM TECH CO LTD; RUBAN QUANTUM TECHNOLOGY CO., LTD.; NANJING REBORN QUANTUM TECHNOLOGY CO., LTD.",,"{H04L9/3247,G06K7/10257,H04L9/0643,H04L9/0825,H04L9/0852,H04L9/0869,H04L9/0877,H04L9/0891,H04L9/0897}",,
27964665,CN110659739A,CN,110659739,A,Apparatus and method for recompilation of quantum circuits to compensate for drift in a quantum computer,2020-01-07,2020,65229800,INTEL CORP; INTEL CORP,,"{G06N10/70,G06N10/20,G06N10/70,G06N10/20,G06N10/70,G06N10/20}",,
27967475,CN110661613A,CN,110661613,A,Anti-quantum computing implicit certificate issuing method and system based on alliance chain,2020-01-07,2020,69039265,"RUBAN QUANTUM TECH CO LTD; RUBAN QUANTUM TECHNOLOGY CO., LTD.; NANJING RUBAN QUANTUM TECHNOLOGY CO., LTD.",,"{H04L9/0852,H04L9/0643,H04L9/0869,H04L9/3263,H04L9/3265,H04L9/50}",,
27990471,CN110677253A,CN,110677253,A,Anti-quantum computing RFID authentication method and system based on asymmetric key pool and ECC,2020-01-10,2020,69075796,"RUBAN QUANTUM TECH CO LTD; RUBAN QUANTUM TECHNOLOGY CO., LTD.; NANJING RUBAN QUANTUM TECHNOLOGY CO., LTD.",,"{H04L9/3273,H04L9/3066,H04L9/3236,H04L2209/805,H04W12/06,H04W12/47}",,
28163130,CN110794893A,CN,110794893,A,Quantum computing-oriented multi-layer noise high-precision temperature control method,2020-02-14,2020,69447168,"SHENZHEN OUMUYANG TECH CO LTD; SHENZHEN OUMUYANG TECHNOLOGY CO., LTD.",,{G05D23/20},,
28335085,CN110912688A,CN,110912688,A,"Anti-quantum computing private key backup, loss reporting and recovery method and system based on alliance chain",2020-03-24,2020,69815588,"RUBAN QUANTUM TECH CO LTD; RUBAN QUANTUM TECHNOLOGY CO., LTD.; NANJING REBORN QUANTUM TECHNOLOGY CO., LTD.",,"{H04L9/0897,G06Q40/04,H04L9/0819,H04L9/0894,H04L9/3247,H04L67/1095,H04L67/1097}",,
28336187,CN110913390A,CN,110913390,A,Anti-quantum computing Internet of Vehicles method and system based on identity secret sharing,2020-03-24,2020,69815673,"RUBAN QUANTUM TECH CO LTD; RUBAN QUANTUM TECHNOLOGY CO., LTD.; NANJING REBORN QUANTUM TECHNOLOGY CO., LTD.",,"{H04W12/02,H04L9/083,H04L9/0866,H04L9/0869,H04L9/0897,H04L9/3247,H04W4/40,H04W4/44,H04W12/009,H04W12/041,H04W12/0431,H04W12/0433,H04W12/06,Y02D30/70}",,
28359893,CN110929872A,CN,110929872,A,"Anti-quantum computing private key backup, loss reporting and recovery method and system based on alliance chain and identity cryptography",2020-03-27,2020,69849207,"RUBAN QUANTUM TECH CO LTD; RUBAN QUANTUM TECHNOLOGY CO., LTD.; NANJING REBORN QUANTUM TECHNOLOGY CO., LTD.",,"{G06N10/00,G06F21/46,G06F21/602,G06F21/606}",,
28360397,CN110930251A,CN,110930251,A,Anti-quantum computing cloud storage method and system based on alliance chain and implicit certificate,2020-03-27,2020,69849125,"RUBAN QUANTUM TECH CO LTD; RUBAN QUANTUM TECHNOLOGY CO., LTD.; NANJING REBORN QUANTUM TECHNOLOGY CO., LTD.",,"{G06Q40/04,G06F21/6227,G06F2221/2107,G06N10/00}",,
